,paper,reference
1966,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,How to Calculate Symmetries of Petri Nets.
1967,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,Inhibitionsfelder.
1968,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,Performance Evaluation of Fork and Join Synchronization Primitives.
1969,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,Optimal Multiprogramming.
1970,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,A Proof System for Distributed Processes.
1971,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,Fifo Nets Without Order Deadlock.
1972,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.,Dispatcher Primitives for the Construction of Operating System Kernels.
1973,Computational Algorithms for Networks of Queues with Rejection Blocking.,Representation and uniformization of algebraic transductions.
1974,Computational Algorithms for Networks of Queues with Rejection Blocking.,Modeling Splits in File Structures.
1975,Computational Algorithms for Networks of Queues with Rejection Blocking.,On the Number of Active-Operations Needed to Compute the Discrete Fourier Transform.
1976,Computational Algorithms for Networks of Queues with Rejection Blocking.,Systolic Automata for VLSI on Balanced Trees.
1977,Computational Algorithms for Networks of Queues with Rejection Blocking.,Optimal Multiprogramming.
1978,Computational Algorithms for Networks of Queues with Rejection Blocking.,Fifo Nets Without Order Deadlock.
1979,Computational Algorithms for Networks of Queues with Rejection Blocking.,The Expressive Power of Delay Operators in SCCS.
1980,Computational Algorithms for Networks of Queues with Rejection Blocking.,Efficient controller synthesis for a fragment of MTL
1981,Compositional Refinements in Multiple Blackboard Systems.,STG decomposition strategies in combination with unfolding.
1982,Compositional Refinements in Multiple Blackboard Systems.,Rules of Inference for Procedure Calls.
1983,Compositional Refinements in Multiple Blackboard Systems.,On the Look-Ahead Problem in Lexical Analysis.
1984,Compositional Refinements in Multiple Blackboard Systems.,A Comparison of Two Synchronizing Concepts.
1985,Compositional Refinements in Multiple Blackboard Systems.,An Efficiency Preorder for Processes.
1986,Compositional Refinements in Multiple Blackboard Systems.,A Modal Logic for Message Passing Processes.
1987,Compositional Refinements in Multiple Blackboard Systems.,Lazy Structure Sharing for Query Optimization.
1988,Compositional Refinements in Multiple Blackboard Systems.,Performance Preorder and Competitive Equivalence.
1989,Compositional Refinements in Multiple Blackboard Systems.,Pattern Matching in Trees and Nets.
1990,Compositional Refinements in Multiple Blackboard Systems.,NP-complete Problems Simplified on Tree Schemas.
1991,Compositional Refinements in Multiple Blackboard Systems.,A characterization of rational D0L power series.
1992,Compositional Refinements in Multiple Blackboard Systems.,Time Lower Bounds for Parallel Sorting on a Mesh-Conected Processor Array.
1993,Compositional Refinements in Multiple Blackboard Systems.,On Removing the Machine from the Language.
1994,"Special issue on ""Combining Compositionality and Concurrency"": part 1.",Trace Nets and Process Automata.
1995,"Special issue on ""Combining Compositionality and Concurrency"": part 1.",A Proof System for Distributed Processes.
1996,Automatic verification of concurrent systems using a formula-based compositional approach.,Representation and uniformization of algebraic transductions.
1997,Automatic verification of concurrent systems using a formula-based compositional approach.,On weighted first-order logics with discounting.
1998,Automatic verification of concurrent systems using a formula-based compositional approach.,On the Number of Active-Operations Needed to Compute the Discrete Fourier Transform.
1999,Automatic verification of concurrent systems using a formula-based compositional approach.,A Proof System for Distributed Processes.
2000,Automatic verification of concurrent systems using a formula-based compositional approach.,A Note on Multihead Automata and Context-Sensitive Languages
2001,On Removing the Machine from the Language.,On the Number of Relational Operators Necessary to Compute Certain Functions of Real Variables.
2002,On Removing the Machine from the Language.,Representation and uniformization of algebraic transductions.
2003,On Removing the Machine from the Language.,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.
2004,On Removing the Machine from the Language.,A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.
2005,On Removing the Machine from the Language.,"Another Look at the ""Longest Ascending Subsequence"" Problem."
2006,On Removing the Machine from the Language.,A characterization of rational D0L power series.
2007,On Removing the Machine from the Language.,A Synthesis of Several Sorting Algorithms.
2008,Complete Problems for Space Bounded Subclasses of NP.,A Modal Logic for Message Passing Processes.
2009,Complete Problems for Space Bounded Subclasses of NP.,Systolic Automata for VLSI on Balanced Trees.
2010,Efficient controller synthesis for a fragment of MTL,High Level Tree Transducers and Iterated Pushdown Tree Transducers.
2011,Efficient controller synthesis for a fragment of MTL,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.
2012,Efficient controller synthesis for a fragment of MTL,A characterization of rational D0L power series.
2013,Efficient controller synthesis for a fragment of MTL,Complete Problems for Space Bounded Subclasses of NP.
2014,Efficient controller synthesis for a fragment of MTL,Efficient controller synthesis for a fragment of MTL
2015,Two Notions of Correctness and Their Relation to Testing.,Bounded Quantification and Relations Recognizable by Finite Automata.
2016,Two Notions of Correctness and Their Relation to Testing.,A Study of Queueing Networks with Deterministic Service and Application to Computer Networks.
2017,Two Notions of Correctness and Their Relation to Testing.,Gobang ist PSPACE-vollständig.
2018,Two Notions of Correctness and Their Relation to Testing.,State space axioms for T-systems.
2019,Two Notions of Correctness and Their Relation to Testing.,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.
2020,Two Notions of Correctness and Their Relation to Testing.,Context-Free Graph Grammars and Concatenation of Graphs.
2021,Two Notions of Correctness and Their Relation to Testing.,An Efficiency Preorder for Processes.
2022,Two Notions of Correctness and Their Relation to Testing.,The Programming Language Pascal.
2023,Two Notions of Correctness and Their Relation to Testing.,Paramodulated Connection Graphs.
2024,Two Notions of Correctness and Their Relation to Testing.,Trace- and failure-based semantics for responsiveness.
2025,Two Notions of Correctness and Their Relation to Testing.,Worst Case Performance of Weighted Buddy Systems.
2026,Best Huffman Trees.,A note on autodense related languages.
2027,Best Huffman Trees.,Multitype Multiprogramming Models.
2028,Best Huffman Trees.,On weighted first-order logics with discounting.
2029,Best Huffman Trees.,Modeling Splits in File Structures.
2030,Best Huffman Trees.,Synchronized regular expressions.
2031,Best Huffman Trees.,Lazy Structure Sharing for Query Optimization.
2032,Best Huffman Trees.,"Special issue on ""Combining Compositionality and Concurrency"": part 1."
2033,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,Bounded Quantification and Relations Recognizable by Finite Automata.
2034,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,On the Number of Relational Operators Necessary to Compute Certain Functions of Real Variables.
2035,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,Deterministic pushdown-CD-systems of stateless deterministic R(1)-automata.
2036,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,On the Synchronization in Parallel Communicating Grammar Systems.
2037,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.
2038,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,A Comparison of Two Synchronizing Concepts.
2039,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,Synchronized regular expressions.
2040,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,A Modal Logic for Message Passing Processes.
2041,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,Trace Nets and Process Automata.
2042,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,The Undecidability of the Unification and Matching Problem for Canonical Theories.
2043,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,On the Number of Active-Operations Needed to Compute the Discrete Fourier Transform.
2044,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,A new natural structural congruence in the pi-calculus with replication.
2045,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,Finite State Relational Programs.
2046,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,The Derivation of Systolic Implementations of Programs.
2047,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,Branching Processes in the Analysis of the Heights of Trees.
2048,Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,Efficient controller synthesis for a fragment of MTL
