,paper,reference
2136,Compositional schedulability analysis of real-time actor-based systems.,On the Number of Active-Operations Needed to Compute the Discrete Fourier Transform.
2137,Compositional schedulability analysis of real-time actor-based systems.,Stochastic cooperative distributed grammar systems and random graphs.
2138,Compositional schedulability analysis of real-time actor-based systems.,Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.
2139,Compositional schedulability analysis of real-time actor-based systems.,MAT learners for tree series: an abstract data type and two realizations.
2140,Compositional schedulability analysis of real-time actor-based systems.,Correctness of the Compiling Process Based on Axiomatic Semantics.
2141,Compositional schedulability analysis of real-time actor-based systems.,Efficient LL(1) Error Correction and Recovery Using Only Insertions.
2142,Compositional schedulability analysis of real-time actor-based systems.,A characterization of rational D0L power series.
2143,Compositional schedulability analysis of real-time actor-based systems.,Equational weighted tree transformations.
2144,Compositional schedulability analysis of real-time actor-based systems.,A Three-Stage Construction for Multiconnection Networks.
2145,Compositional schedulability analysis of real-time actor-based systems.,Calculi for Interaction.
2146,Compositional schedulability analysis of real-time actor-based systems.,"Special issue on ""Combining Compositionality and Concurrency"": part 1."
2147,Compositional schedulability analysis of real-time actor-based systems.,On Removing the Machine from the Language.
2148,Compositional schedulability analysis of real-time actor-based systems.,Persistence of Vector Replacement Systems is Decidable.
2149,Compositional schedulability analysis of real-time actor-based systems.,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.
2150,Compositional schedulability analysis of real-time actor-based systems.,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.
2151,Compositional schedulability analysis of real-time actor-based systems.,Complete Parameterized Families of Job Scheduling Strategies.
2152,Compositional schedulability analysis of real-time actor-based systems.,Applying relation algebra and Rel View to solve problems on orders and lattices.
2153,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.,Rules of Inference for Procedure Calls.
2154,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.,Recording the Use of Memory in Right-Boundary Grammars and Push-Down Automata.
2155,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.
2156,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.,A Conservation Law for G/G/m Queueing Systems.
2157,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.
2158,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.,Lazy Structure Sharing for Query Optimization.
2159,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.,A Markovian queue with varying number of servers and applications to the performance comparison of HSDPA user equipment.
2160,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.,Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.
2161,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.,A Proof System for Distributed Processes.
2162,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.,Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2.
2163,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.,Merged processes: a new condensed representation of Petri net behaviour.
2164,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.,A Synthesis of Several Sorting Algorithms.
2165,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.,Hex ist PSPACE-vollständig.
2166,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.,Relational structures model of concurrency.
2167,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.,A Note on the Density of Inherently Ambiguous Context-free Languages.
2168,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.,Dispatcher Primitives for the Construction of Operating System Kernels.
2169,Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.,On Parallel Integer Sorting.
2170,Worst Case Performance of Weighted Buddy Systems.,Rules of Inference for Procedure Calls.
2171,Worst Case Performance of Weighted Buddy Systems.,Solving HPP and SAT by P Systems with Active Membranes and Separation Rules.
2172,Worst Case Performance of Weighted Buddy Systems.,Representation and uniformization of algebraic transductions.
2173,Worst Case Performance of Weighted Buddy Systems.,A Conservation Law for G/G/m Queueing Systems.
2174,Worst Case Performance of Weighted Buddy Systems.,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.
2175,Worst Case Performance of Weighted Buddy Systems.,Lazy Structure Sharing for Query Optimization.
2176,Worst Case Performance of Weighted Buddy Systems.,Concurrent Access to Data.
2177,Worst Case Performance of Weighted Buddy Systems.,Some properties of the disjunctive languages contained in 
2178,Worst Case Performance of Weighted Buddy Systems.,A Note on Synthesis and Classification of Sorting Algorithms.
2179,Worst Case Performance of Weighted Buddy Systems.,Models for Reactivity.
2180,Worst Case Performance of Weighted Buddy Systems.,"Axioms for Generalized Graphs, Illustrated by a Cantor-Bernstein Proposition."
2181,Worst Case Performance of Weighted Buddy Systems.,"Invariants, Composition, and Substitution."
2182,Worst Case Performance of Weighted Buddy Systems.,Disjunctivity and other properties of sets of pseudo-bordered words.
2183,Worst Case Performance of Weighted Buddy Systems.,"Special issue on ""Combining Compositionality and Concurrency"": part 1."
2184,Worst Case Performance of Weighted Buddy Systems.,On Removing the Machine from the Language.
2185,Worst Case Performance of Weighted Buddy Systems.,Efficient controller synthesis for a fragment of MTL
2186,Worst Case Performance of Weighted Buddy Systems.,Dispatcher Primitives for the Construction of Operating System Kernels.
2187,Worst Case Performance of Weighted Buddy Systems.,Domain Independence and the Relational Calculus.
2188,Contextual Nets.,Instruction sequence processing operators.
2189,Contextual Nets.,State complexity of deletion and bipolar deletion.
2190,Contextual Nets.,Nonfinite Axiomatizability of the Equational Theory of Shuffle.
2191,Contextual Nets.,Optimal Divide-and-Conquer to Compute Measure and Contour for a Set of Iso-Rectangles.
2192,Contextual Nets.,Performance Evaluation of Fork and Join Synchronization Primitives.
2193,Contextual Nets.,A Synthesis of Several Sorting Algorithms.
2194,Contextual Nets.,Best Huffman Trees.
2195,COSY - A System Specification Language Based on Paths and Processes.,Concurrent Bisimulations in Petri Nets.
2196,Applying relation algebra and Rel View to solve problems on orders and lattices.,Efficient execution of dynamically controllable simple temporal networks with uncertainty.
2197,Applying relation algebra and Rel View to solve problems on orders and lattices.,Decomposition of Graphs and Monotone Formula Size of Homogeneous Functions.
2198,Applying relation algebra and Rel View to solve problems on orders and lattices.,A note on autodense related languages.
2199,Applying relation algebra and Rel View to solve problems on orders and lattices.,Solving HPP and SAT by P Systems with Active Membranes and Separation Rules.
2200,Applying relation algebra and Rel View to solve problems on orders and lattices.,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.
2201,Applying relation algebra and Rel View to solve problems on orders and lattices.,Performance Preorder and Competitive Equivalence.
2202,Applying relation algebra and Rel View to solve problems on orders and lattices.,Models for Reactivity.
2203,Applying relation algebra and Rel View to solve problems on orders and lattices.,Formal Derivation of Strongly Correct Concurrent Programs.
2204,Applying relation algebra and Rel View to solve problems on orders and lattices.,A Synthesis of Several Sorting Algorithms.
2205,Applying relation algebra and Rel View to solve problems on orders and lattices.,A Note on the Density of Inherently Ambiguous Context-free Languages.
2206,Applying relation algebra and Rel View to solve problems on orders and lattices.,The Parsing Problem for Affix Grammars.
2207,Applying relation algebra and Rel View to solve problems on orders and lattices.,Inductive Completion with Retracts.
2208,Applying relation algebra and Rel View to solve problems on orders and lattices.,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.
2209,Applying relation algebra and Rel View to solve problems on orders and lattices.,Worst Case Performance of Weighted Buddy Systems.
2210,Applying relation algebra and Rel View to solve problems on orders and lattices.,Eliminating Unit Productions from LR Parsers.
2211,Eliminating Unit Productions from LR Parsers.,Hierarchies of Complete Problems.
2212,Eliminating Unit Productions from LR Parsers.,Inhibitionsfelder.
2213,Eliminating Unit Productions from LR Parsers.,A Note on the Density of Inherently Ambiguous Context-free Languages.
